Number,Title,Link,Premium,Acceptance,Difficulty
309,Best Time to Buy and Sell Stock with Cooldown,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-with-cooldown,False,60.9%,Med.
310,Minimum Height Trees,https://leetcode.com/problems/minimum-height-trees,False,42.1%,Med.
311,Sparse Matrix Multiplication,https://leetcode.com/problems/sparse-matrix-multiplication,False,69.0%,Med.
312,Burst Balloons,https://leetcode.com/problems/burst-balloons,False,61.9%,Hard
313,Super Ugly Number,https://leetcode.com/problems/super-ugly-number,False,45.5%,Med.
314,Binary Tree Vertical Order Traversal,https://leetcode.com/problems/binary-tree-vertical-order-traversal,False,57.4%,Med.
315,Count of Smaller Numbers After Self,https://leetcode.com/problems/count-of-smaller-numbers-after-self,False,43.0%,Hard
316,Remove Duplicate Letters,https://leetcode.com/problems/remove-duplicate-letters,False,51.7%,Med.
317,Shortest Distance from All Buildings,https://leetcode.com/problems/shortest-distance-from-all-buildings,False,44.6%,Hard
318,Maximum Product of Word Lengths,https://leetcode.com/problems/maximum-product-of-word-lengths,False,60.7%,Med.
319,Bulb Switcher,https://leetcode.com/problems/bulb-switcher,False,54.4%,Med.
320,Generalized Abbreviation,https://leetcode.com/problems/generalized-abbreviation,False,60.2%,Med.
321,Create Maximum Number,https://leetcode.com/problems/create-maximum-number,False,33.1%,Hard
322,Coin Change,https://leetcode.com/problems/coin-change,False,47.0%,Med.
323,Number of Connected Components in an Undirected Graph,https://leetcode.com/problems/number-of-connected-components-in-an-undirected-graph,False,64.4%,Med.
324,Wiggle Sort II,https://leetcode.com/problems/wiggle-sort-ii,False,36.0%,Med.
325,Maximum Size Subarray Sum Equals k,https://leetcode.com/problems/maximum-size-subarray-sum-equals-k,False,50.6%,Med.
326,Power of Three,https://leetcode.com/problems/power-of-three,False,49.9%,Easy
327,Count of Range Sum,https://leetcode.com/problems/count-of-range-sum,False,37.3%,Hard
328,Odd Even Linked List,https://leetcode.com/problems/odd-even-linked-list,False,62.1%,Med.
329,Longest Increasing Path in a Matrix,https://leetcode.com/problems/longest-increasing-path-in-a-matrix,False,55.6%,Hard
330,Patching Array,https://leetcode.com/problems/patching-array,False,53.7%,Hard
331,Verify Preorder Serialization of a Binary Tree,https://leetcode.com/problems/verify-preorder-serialization-of-a-binary-tree,False,46.4%,Med.
332,Reconstruct Itinerary,https://leetcode.com/problems/reconstruct-itinerary,False,43.8%,Hard
333,Largest BST Subtree,https://leetcode.com/problems/largest-bst-subtree,False,45.7%,Med.
334,Increasing Triplet Subsequence,https://leetcode.com/problems/increasing-triplet-subsequence,False,39.2%,Med.
335,Self Crossing,https://leetcode.com/problems/self-crossing,False,32.6%,Hard
336,Palindrome Pairs,https://leetcode.com/problems/palindrome-pairs,False,36.5%,Hard
337,House Robber III,https://leetcode.com/problems/house-robber-iii,False,55.1%,Med.
338,Counting Bits,https://leetcode.com/problems/counting-bits,False,79.9%,Easy
339,Nested List Weight Sum,https://leetcode.com/problems/nested-list-weight-sum,False,85.7%,Med.
340,Longest Substring with At Most K Distinct Characters,https://leetcode.com/problems/longest-substring-with-at-most-k-distinct-characters,False,49.6%,Med.
341,Flatten Nested List Iterator,https://leetcode.com/problems/flatten-nested-list-iterator,False,65.3%,Med.
342,Power of Four,https://leetcode.com/problems/power-of-four,False,51.0%,Easy
343,Integer Break,https://leetcode.com/problems/integer-break,False,61.3%,Med.
344,Reverse String,https://leetcode.com/problems/reverse-string,False,80.0%,Easy
345,Reverse Vowels of a String,https://leetcode.com/problems/reverse-vowels-of-a-string,False,58.9%,Easy
346,Moving Average from Data Stream,https://leetcode.com/problems/moving-average-from-data-stream,False,80.0%,Easy
347,Top K Frequent Elements,https://leetcode.com/problems/top-k-frequent-elements,False,64.9%,Med.
348,Design Tic-Tac-Toe,https://leetcode.com/problems/design-tic-tac-toe,False,58.7%,Med.
349,Intersection of Two Arrays,https://leetcode.com/problems/intersection-of-two-arrays,False,76.8%,Easy
350,Intersection of Two Arrays II,https://leetcode.com/problems/intersection-of-two-arrays-ii,False,59.2%,Easy
351,Android Unlock Patterns,https://leetcode.com/problems/android-unlock-patterns,False,53.5%,Med.
352,Data Stream as Disjoint Intervals,https://leetcode.com/problems/data-stream-as-disjoint-intervals,False,59.6%,Hard
353,Design Snake Game,https://leetcode.com/problems/design-snake-game,False,39.8%,Med.
354,Russian Doll Envelopes,https://leetcode.com/problems/russian-doll-envelopes,False,37.4%,Hard
355,Design Twitter,https://leetcode.com/problems/design-twitter,False,43.2%,Med.
356,Line Reflection,https://leetcode.com/problems/line-reflection,False,36.1%,Med.
357,Count Numbers with Unique Digits,https://leetcode.com/problems/count-numbers-with-unique-digits,False,54.6%,Med.
358,Rearrange String k Distance Apart,https://leetcode.com/problems/rearrange-string-k-distance-apart,False,39.4%,Hard
359,Logger Rate Limiter,https://leetcode.com/problems/logger-rate-limiter,False,76.7%,Easy
360,Sort Transformed Array,https://leetcode.com/problems/sort-transformed-array,False,57.2%,Med.
361,Bomb Enemy,https://leetcode.com/problems/bomb-enemy,False,52.7%,Med.
362,Design Hit Counter,https://leetcode.com/problems/design-hit-counter,False,69.3%,Med.
363,Max Sum of Rectangle No Larger Than K,https://leetcode.com/problems/max-sum-of-rectangle-no-larger-than-k,False,44.8%,Hard
364,Nested List Weight Sum II,https://leetcode.com/problems/nested-list-weight-sum-ii,False,65.8%,Med.
365,Water and Jug Problem,https://leetcode.com/problems/water-and-jug-problem,False,43.6%,Med.
366,Find Leaves of Binary Tree,https://leetcode.com/problems/find-leaves-of-binary-tree,False,81.1%,Med.
367,Valid Perfect Square,https://leetcode.com/problems/valid-perfect-square,False,44.3%,Easy
368,Largest Divisible Subset,https://leetcode.com/problems/largest-divisible-subset,False,49.0%,Med.
369,Plus One Linked List,https://leetcode.com/problems/plus-one-linked-list,False,61.2%,Med.
370,Range Addition,https://leetcode.com/problems/range-addition,False,72.4%,Med.
371,Sum of Two Integers,https://leetcode.com/problems/sum-of-two-integers,False,54.1%,Med.
372,Super Pow,https://leetcode.com/problems/super-pow,False,35.6%,Med.
373,Find K Pairs with Smallest Sums,https://leetcode.com/problems/find-k-pairs-with-smallest-sums,False,40.9%,Med.
374,Guess Number Higher or Lower,https://leetcode.com/problems/guess-number-higher-or-lower,False,56.2%,Easy
375,Guess Number Higher or Lower II,https://leetcode.com/problems/guess-number-higher-or-lower-ii,False,51.5%,Med.
376,Wiggle Subsequence,https://leetcode.com/problems/wiggle-subsequence,False,49.0%,Med.
377,Combination Sum IV,https://leetcode.com/problems/combination-sum-iv,False,54.7%,Med.
378,Kth Smallest Element in a Sorted Matrix,https://leetcode.com/problems/kth-smallest-element-in-a-sorted-matrix,False,63.8%,Med.
379,Design Phone Directory,https://leetcode.com/problems/design-phone-directory,False,52.5%,Med.
380,Insert Delete GetRandom O(1),https://leetcode.com/problems/insert-delete-getrandom-o1,False,55.1%,Med.
381,Insert Delete GetRandom O(1) - Duplicates allowed,https://leetcode.com/problems/insert-delete-getrandom-o1-duplicates-allowed,False,35.9%,Hard
382,Linked List Random Node,https://leetcode.com/problems/linked-list-random-node,False,64.2%,Med.
383,Ransom Note,https://leetcode.com/problems/ransom-note,False,64.8%,Easy
384,Shuffle an Array,https://leetcode.com/problems/shuffle-an-array,False,59.2%,Med.
385,Mini Parser,https://leetcode.com/problems/mini-parser,False,40.7%,Med.
386,Lexicographical Numbers,https://leetcode.com/problems/lexicographical-numbers,False,76.1%,Med.
387,First Unique Character in a String,https://leetcode.com/problems/first-unique-character-in-a-string,False,64.0%,Easy
388,Longest Absolute File Path,https://leetcode.com/problems/longest-absolute-file-path,False,48.6%,Med.
389,Find the Difference,https://leetcode.com/problems/find-the-difference,False,59.8%,Easy
390,Elimination Game,https://leetcode.com/problems/elimination-game,False,45.1%,Med.
391,Perfect Rectangle,https://leetcode.com/problems/perfect-rectangle,False,35.7%,Hard
392,Is Subsequence,https://leetcode.com/problems/is-subsequence,False,48.5%,Easy
393,UTF-8 Validation,https://leetcode.com/problems/utf-8-validation,False,45.6%,Med.
394,Decode String,https://leetcode.com/problems/decode-string,False,61.5%,Med.
395,Longest Substring with At Least K Repeating Characters,https://leetcode.com/problems/longest-substring-with-at-least-k-repeating-characters,False,45.6%,Med.
396,Rotate Function,https://leetcode.com/problems/rotate-function,False,44.4%,Med.
397,Integer Replacement,https://leetcode.com/problems/integer-replacement,False,36.7%,Med.
398,Random Pick Index,https://leetcode.com/problems/random-pick-index,False,64.7%,Med.
399,Evaluate Division,https://leetcode.com/problems/evaluate-division,False,63.4%,Med.
400,Nth Digit,https://leetcode.com/problems/nth-digit,False,35.9%,Med.
401,Binary Watch,https://leetcode.com/problems/binary-watch,False,57.0%,Easy
402,Remove K Digits,https://leetcode.com/problems/remove-k-digits,False,35.4%,Med.
403,Frog Jump,https://leetcode.com/problems/frog-jump,False,46.7%,Hard
404,Sum of Left Leaves,https://leetcode.com/problems/sum-of-left-leaves,False,61.9%,Easy
405,Convert a Number to Hexadecimal,https://leetcode.com/problems/convert-a-number-to-hexadecimal,False,51.5%,Easy
406,Queue Reconstruction by Height,https://leetcode.com/problems/queue-reconstruction-by-height,False,74.3%,Med.
407,Trapping Rain Water II,https://leetcode.com/problems/trapping-rain-water-ii,False,59.0%,Hard
408,Valid Word Abbreviation,https://leetcode.com/problems/valid-word-abbreviation,False,36.9%,Easy
409,Longest Palindrome,https://leetcode.com/problems/longest-palindrome,False,55.6%,Easy
410,Split Array Largest Sum,https://leetcode.com/problems/split-array-largest-sum,False,58.7%,Hard
411,Minimum Unique Word Abbreviation,https://leetcode.com/problems/minimum-unique-word-abbreviation,False,40.2%,Hard
412,Fizz Buzz,https://leetcode.com/problems/fizz-buzz,False,74.7%,Easy
413,Arithmetic Slices,https://leetcode.com/problems/arithmetic-slices,False,64.8%,Med.
414,Third Maximum Number,https://leetcode.com/problems/third-maximum-number,False,37.6%,Easy
415,Add Strings,https://leetcode.com/problems/add-strings,False,51.9%,Easy
416,Partition Equal Subset Sum,https://leetcode.com/problems/partition-equal-subset-sum,False,48.7%,Med.
417,Pacific Atlantic Water Flow,https://leetcode.com/problems/pacific-atlantic-water-flow,False,58.0%,Med.
418,Sentence Screen Fitting,https://leetcode.com/problems/sentence-screen-fitting,False,36.4%,Med.
419,Battleships in a Board,https://leetcode.com/problems/battleships-in-a-board,False,76.8%,Med.
420,Strong Password Checker,https://leetcode.com/problems/strong-password-checker,False,14.8%,Hard
421,Maximum XOR of Two Numbers in an Array,https://leetcode.com/problems/maximum-xor-of-two-numbers-in-an-array,False,53.4%,Med.
422,Valid Word Square,https://leetcode.com/problems/valid-word-square,False,42.1%,Easy
423,Reconstruct Original Digits from English,https://leetcode.com/problems/reconstruct-original-digits-from-english,False,51.7%,Med.
424,Longest Repeating Character Replacement,https://leetcode.com/problems/longest-repeating-character-replacement,False,57.8%,Med.
425,Word Squares,https://leetcode.com/problems/word-squares,False,54.4%,Hard
426,Convert Binary Search Tree to Sorted Doubly Linked List,https://leetcode.com/problems/convert-binary-search-tree-to-sorted-doubly-linked-list,False,65.6%,Med.
427,Construct Quad Tree,https://leetcode.com/problems/construct-quad-tree,False,77.5%,Med.
428,Serialize and Deserialize N-ary Tree,https://leetcode.com/problems/serialize-and-deserialize-n-ary-tree,False,68.4%,Hard
429,N-ary Tree Level Order Traversal,https://leetcode.com/problems/n-ary-tree-level-order-traversal,False,71.3%,Med.
430,Flatten a Multilevel Doubly Linked List,https://leetcode.com/problems/flatten-a-multilevel-doubly-linked-list,False,61.7%,Med.
431,Encode N-ary Tree to Binary Tree,https://leetcode.com/problems/encode-n-ary-tree-to-binary-tree,False,80.2%,Hard
432,All O`one Data Structure,https://leetcode.com/problems/all-oone-data-structure,False,44.1%,Hard
433,Minimum Genetic Mutation,https://leetcode.com/problems/minimum-genetic-mutation,False,55.8%,Med.
434,Number of Segments in a String,https://leetcode.com/problems/number-of-segments-in-a-string,False,36.5%,Easy
435,Non-overlapping Intervals,https://leetcode.com/problems/non-overlapping-intervals,False,55.9%,Med.
436,Find Right Interval,https://leetcode.com/problems/find-right-interval,False,54.3%,Med.
437,Path Sum III,https://leetcode.com/problems/path-sum-iii,False,46.1%,Med.
438,Find All Anagrams in a String,https://leetcode.com/problems/find-all-anagrams-in-a-string,False,52.5%,Med.
439,Ternary Expression Parser,https://leetcode.com/problems/ternary-expression-parser,False,62.1%,Med.
440,K-th Smallest in Lexicographical Order,https://leetcode.com/problems/k-th-smallest-in-lexicographical-order,False,46.0%,Hard
441,Arranging Coins,https://leetcode.com/problems/arranging-coins,False,47.5%,Easy
442,Find All Duplicates in an Array,https://leetcode.com/problems/find-all-duplicates-in-an-array,False,76.5%,Med.
443,String Compression,https://leetcode.com/problems/string-compression,False,58.6%,Med.
444,Sequence Reconstruction,https://leetcode.com/problems/sequence-reconstruction,False,29.7%,Med.
445,Add Two Numbers II,https://leetcode.com/problems/add-two-numbers-ii,False,61.9%,Med.
446,Arithmetic Slices II - Subsequence,https://leetcode.com/problems/arithmetic-slices-ii-subsequence,False,54.6%,Hard
447,Number of Boomerangs,https://leetcode.com/problems/number-of-boomerangs,False,56.6%,Med.
448,Find All Numbers Disappeared in an Array,https://leetcode.com/problems/find-all-numbers-disappeared-in-an-array,False,62.7%,Easy
449,Serialize and Deserialize BST,https://leetcode.com/problems/serialize-and-deserialize-bst,False,58.8%,Med.
450,Delete Node in a BST,https://leetcode.com/problems/delete-node-in-a-bst,False,53.4%,Med.
451,Sort Characters By Frequency,https://leetcode.com/problems/sort-characters-by-frequency,False,74.5%,Med.
452,Minimum Number of Arrows to Burst Balloons,https://leetcode.com/problems/minimum-number-of-arrows-to-burst-balloons,False,60.7%,Med.
453,Minimum Moves to Equal Array Elements,https://leetcode.com/problems/minimum-moves-to-equal-array-elements,False,58.0%,Med.
454,4Sum II,https://leetcode.com/problems/4sum-ii,False,57.7%,Med.
455,Assign Cookies,https://leetcode.com/problems/assign-cookies,False,54.3%,Easy
456,132 Pattern,https://leetcode.com/problems/132-pattern,False,34.2%,Med.
457,Circular Array Loop,https://leetcode.com/problems/circular-array-loop,False,35.9%,Med.
458,Poor Pigs,https://leetcode.com/problems/poor-pigs,False,59.1%,Hard
459,Repeated Substring Pattern,https://leetcode.com/problems/repeated-substring-pattern,False,47.1%,Easy
460,LFU Cache,https://leetcode.com/problems/lfu-cache,False,47.3%,Hard
461,Hamming Distance,https://leetcode.com/problems/hamming-distance,False,76.2%,Easy
